station_european_code	component_code	component_name	component_caption	measurement_unit	measurement_european_group_code	statistics_period	statistics_year	statistics_average_group	statistic_shortname	statistic_name	statistic_value	statistics_percentage_valid	statistics_number_valid	statistics_calculated
BG0070A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	Max	maximum	0.350	90.137	329	Y
BG0070A	21	Toluene (air)	C6H5-CH3	µg/m3	100	Calendar year	2009	day	Mean	annual mean	0.081	97.534	356	Y
BG0070A	21	Toluene (air)	C6H5-CH3	µg/m3	100	Calendar year	2009	day	P50	50 percentile	0.100	97.534	356	Y
BG0070A	21	Toluene (air)	C6H5-CH3	µg/m3	100	Calendar year	2009	day	P95	95 percentile	0.300	97.534	356	Y
BG0070A	21	Toluene (air)	C6H5-CH3	µg/m3	100	Calendar year	2009	day	P98	98 percentile	0.300	97.534	356	Y
BG0070A	21	Toluene (air)	C6H5-CH3	µg/m3	100	Calendar year	2009	day	Max	maximum	0.600	97.534	356	Y
BG0070A	21	Toluene (air)	C6H5-CH3	µg/m3	100	Calendar year	2010	day	P50	50 percentile	0.020	90.137	329	Y
BG0070A	21	Toluene (air)	C6H5-CH3	µg/m3	100	Calendar year	2010	day	Mean	annual mean	0.037	90.137	329	Y
BG0070A	21	Toluene (air)	C6H5-CH3	µg/m3	100	Calendar year	2010	day	P95	95 percentile	0.130	90.137	329	Y
BG0070A	21	Toluene (air)	C6H5-CH3	µg/m3	100	Calendar year	2010	day	P98	98 percentile	0.160	90.137	329	Y
BG0070A	21	Toluene (air)	C6H5-CH3	µg/m3	100	Calendar year	2010	day	Max	maximum	0.430	90.137	329	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	day	P50	50 percentile	0.515	94.795	346	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	day	Mean	annual mean	0.961	94.795	346	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	day	P95	95 percentile	4.023	94.795	346	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	day	P98	98 percentile	5.881	94.795	346	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	day	Max	maximum	11.603	94.795	346	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	hour	P50	50 percentile	0.260	94.235	8255	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	hour	Mean	annual mean	0.995	94.235	8255	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	hour	P95	95 percentile	5.160	94.235	8255	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	hour	P98	98 percentile	8.630	94.235	8255	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2009	hour	Max	maximum	61.940	94.235	8255	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	day	Mean	annual mean	1.105	95.342	348	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	day	P50	50 percentile	1.133	95.342	348	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	day	P95	95 percentile	2.262	95.342	348	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	day	P98	98 percentile	2.580	95.342	348	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	day	Max	maximum	4.374	95.342	348	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	0.950	94.966	8319	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	1.099	94.966	8319	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	2.700	94.966	8319	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	4.770	94.966	8319	Y
BG0070A	38	Nitrogen monoxide (air)	NO	µg/m3	100	Calendar year	2010	hour	Max	maximum	39.690	94.966	8319	Y
BG0070A	6001	Particulate matter < 2.5 µm (aerosol)	PM2.5	µg/m3	100	Calendar year	2009	day	P50	50 percentile	10.000	92.055	336	Y
BG0070A	6001	Particulate matter < 2.5 µm (aerosol)	PM2.5	µg/m3	100	Calendar year	2009	day	Mean	annual mean	10.818	92.055	336	Y
BG0070A	6001	Particulate matter < 2.5 µm (aerosol)	PM2.5	µg/m3	100	Calendar year	2009	day	P95	95 percentile	22.700	92.055	336	Y
BG0070A	6001	Particulate matter < 2.5 µm (aerosol)	PM2.5	µg/m3	100	Calendar year	2009	day	P98	98 percentile	25.000	92.055	336	Y
BG0070A	6001	Particulate matter < 2.5 µm (aerosol)	PM2.5	µg/m3	100	Calendar year	2009	day	Max	maximum	63.900	92.055	336	Y
BG0070A	6001	Particulate matter < 2.5 µm (aerosol)	PM2.5	µg/m3	100	Calendar year	2010	day	P50	50 percentile	7.400	80.274	293	Y
BG0070A	6001	Particulate matter < 2.5 µm (aerosol)	PM2.5	µg/m3	100	Calendar year	2010	day	Mean	annual mean	8.986	80.274	293	Y
BG0070A	6001	Particulate matter < 2.5 µm (aerosol)	PM2.5	µg/m3	100	Calendar year	2010	day	P95	95 percentile	20.800	80.274	293	Y
BG0070A	6001	Particulate matter < 2.5 µm (aerosol)	PM2.5	µg/m3	100	Calendar year	2010	day	P98	98 percentile	27.300	80.274	293	Y
BG0070A	6001	Particulate matter < 2.5 µm (aerosol)	PM2.5	µg/m3	100	Calendar year	2010	day	Max	maximum	37.000	80.274	293	Y
BG0070A	6015	Benzo(a)pyrene (air+aerosol)	BaP	ng/m3	100	Calendar year	2009	day	P50	50 percentile	0.000	12.329	45	Y
BG0070A	6015	Benzo(a)pyrene (air+aerosol)	BaP	ng/m3	100	Calendar year	2009	day	Mean	annual mean	0.129	12.329	45	Y
BG0070A	6015	Benzo(a)pyrene (air+aerosol)	BaP	ng/m3	100	Calendar year	2009	day	P95	95 percentile	1.000	12.329	45	Y
BG0070A	6015	Benzo(a)pyrene (air+aerosol)	BaP	ng/m3	100	Calendar year	2009	day	P98	98 percentile	1.400	12.329	45	Y
BG0070A	6015	Benzo(a)pyrene (air+aerosol)	BaP	ng/m3	100	Calendar year	2009	day	Max	maximum	2.000	12.329	45	Y
BG0070A	6015	Benzo(a)pyrene (air+aerosol)	BaP	ng/m3	100	Calendar year	2010	day	P50	50 percentile	0.270	10.137	37	Y
BG0070A	6015	Benzo(a)pyrene (air+aerosol)	BaP	ng/m3	100	Calendar year	2010	day	Mean	annual mean	0.278	10.137	37	Y
BG0070A	6015	Benzo(a)pyrene (air+aerosol)	BaP	ng/m3	100	Calendar year	2010	day	P95	95 percentile	0.530	10.137	37	Y
BG0070A	6015	Benzo(a)pyrene (air+aerosol)	BaP	ng/m3	100	Calendar year	2010	day	P98	98 percentile	0.690	10.137	37	Y
BG0070A	6015	Benzo(a)pyrene (air+aerosol)	BaP	ng/m3	100	Calendar year	2010	day	Max	maximum	0.870	10.137	37	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	day	P50	50 percentile	17.144	91.781	335	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	day	Mean	annual mean	19.161	91.781	335	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	day	P95	95 percentile	47.868	91.781	335	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	day	P98	98 percentile	57.396	91.781	335	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	day	Max	maximum	81.892	91.781	335	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	day	Max4	4th highest value	59.844	91.781	335	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	day	Days(c > 125)	days with c > 125 ug/m3	0.000	91.781	335	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	hour	P50	50 percentile	14.900	92.740	8124	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	hour	Mean	annual mean	19.107	92.740	8124	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	hour	P95	95 percentile	56.830	92.740	8124	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	hour	P98	98 percentile	86.880	92.740	8124	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	hour	P99_9	99.9 percentile	219.700	92.740	8124	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	hour	Max	maximum	404.940	92.740	8124	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	hour	Max25	25th highest value	169.960	92.740	8124	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	hour	Hours(c > 350)	hours with c > 350 ug/m3	2.000	92.740	8124	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2006	day	P50	50 percentile	17.490	94.521	345	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2006	day	Mean	annual mean	22.516	94.521	345	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2006	day	P95	95 percentile	60.588	94.521	345	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2006	day	P98	98 percentile	74.702	94.521	345	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2006	day	Max	maximum	131.521	94.521	345	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2006	day	Max4	4th highest value	87.231	94.521	345	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2006	day	Days(c > 125)	days with c > 125 ug/m3	2.000	94.521	345	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2006	hour	P50	50 percentile	15.690	93.938	8229	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2006	hour	Mean	annual mean	22.629	93.938	8229	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2006	hour	P95	95 percentile	65.600	93.938	8229	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2006	hour	P98	98 percentile	86.040	93.938	8229	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2006	hour	P99_9	99.9 percentile	308.840	93.938	8229	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2006	hour	Max	maximum	594.340	93.938	8229	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2006	hour	Max25	25th highest value	199.220	93.938	8229	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2006	hour	Hours(c > 350)	hours with c > 350 ug/m3	6.000	93.938	8229	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2007	day	P50	50 percentile	8.606	79.178	289	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2007	day	Mean	annual mean	12.998	79.178	289	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2007	day	P95	95 percentile	39.347	79.178	289	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2007	day	P98	98 percentile	59.409	79.178	289	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2007	day	Max	maximum	93.103	79.178	289	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2007	day	Max4	4th highest value	71.910	79.178	289	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2007	day	Days(c > 125)	days with c > 125 ug/m3	0.000	79.178	289	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2007	hour	P50	50 percentile	6.520	76.735	6722	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2007	hour	Mean	annual mean	12.925	76.735	6722	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2007	hour	P95	95 percentile	46.190	76.735	6722	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2007	hour	P98	98 percentile	77.490	76.735	6722	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2007	hour	P99_9	99.9 percentile	224.280	76.735	6722	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2007	hour	Max	maximum	443.340	76.735	6722	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2007	hour	Max25	25th highest value	173.730	76.735	6722	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2007	hour	Hours(c > 350)	hours with c > 350 ug/m3	2.000	76.735	6722	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	P50	50 percentile	6.767	89.071	326	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	Mean	annual mean	10.815	89.071	326	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	P95	95 percentile	32.737	89.071	326	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	P98	98 percentile	53.892	89.071	326	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	Max	maximum	127.021	89.071	326	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	Max4	4th highest value	106.837	89.071	326	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	Days(c > 125)	days with c > 125 ug/m3	2.000	89.071	326	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	P50	50 percentile	5.300	86.635	7610	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	Mean	annual mean	10.742	86.635	7610	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	P95	95 percentile	34.460	86.635	7610	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	P98	98 percentile	67.140	86.635	7610	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	P99_9	99.9 percentile	295.960	86.635	7610	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	Max	maximum	493.970	86.635	7610	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	Max25	25th highest value	202.520	86.635	7610	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	Hours(c > 350)	hours with c > 350 ug/m3	5.000	86.635	7610	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	P50	50 percentile	5.699	95.890	350	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	Mean	annual mean	10.237	95.890	350	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	P95	95 percentile	40.167	95.890	350	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	P98	98 percentile	55.438	95.890	350	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	Max	maximum	139.425	95.890	350	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	Max4	4th highest value	76.008	95.890	350	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	day	Days(c > 125)	days with c > 125 ug/m3	1.000	95.890	350	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	P50	50 percentile	4.790	91.963	8056	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	Mean	annual mean	10.439	91.963	8056	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	P95	95 percentile	40.840	91.963	8056	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	P98	98 percentile	63.730	91.963	8056	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	P99_9	99.9 percentile	276.600	91.963	8056	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	Max	maximum	425.220	91.963	8056	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	Max25	25th highest value	172.030	91.963	8056	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	Hours(c > 350)	hours with c > 350 ug/m3	4.000	91.963	8056	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P50	50 percentile	8.088	97.808	357	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Mean	annual mean	11.087	97.808	357	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P95	95 percentile	35.257	97.808	357	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P98	98 percentile	48.004	97.808	357	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Max	maximum	64.426	97.808	357	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Max4	4th highest value	49.873	97.808	357	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Days(c > 125)	days with c > 125 ug/m3	0.000	97.808	357	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	7.370	93.584	8198	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	11.070	93.584	8198	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	40.450	93.584	8198	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	50.090	93.584	8198	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P99_9	99.9 percentile	140.610	93.584	8198	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Max	maximum	268.890	93.584	8198	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Max25	25th highest value	94.220	93.584	8198	Y
BG0056A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Hours(c > 350)	hours with c > 350 ug/m3	0.000	93.584	8198	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2005	day	P50	50 percentile	23.000	75.342	275	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2005	day	Mean	annual mean	26.302	75.342	275	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2005	day	P95	95 percentile	55.000	75.342	275	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2005	day	P98	98 percentile	78.000	75.342	275	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2005	day	Max	maximum	186.000	75.342	275	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2005	day	Max36	36th highest value	40.000	75.342	275	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2005	day	Max8	8th highest value	62.000	75.342	275	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2005	day	Days(c > 50)	days with c > 50 ug/m3	18.000	75.342	275	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2006	day	P50	50 percentile	17.000	99.178	362	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2006	day	Mean	annual mean	25.052	99.178	362	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2006	day	P95	95 percentile	75.800	99.178	362	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2006	day	P98	98 percentile	94.700	99.178	362	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2006	day	Max	maximum	126.000	99.178	362	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2006	day	Max36	36th highest value	58.400	99.178	362	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2006	day	Max8	8th highest value	94.700	99.178	362	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2006	day	Days(c > 50)	days with c > 50 ug/m3	44.000	99.178	362	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2007	day	P50	50 percentile	29.500	73.973	270	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2007	day	Mean	annual mean	33.686	73.973	270	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2007	day	P95	95 percentile	62.800	73.973	270	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2007	day	P98	98 percentile	82.900	73.973	270	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2007	day	Max	maximum	156.100	73.973	270	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2007	day	Max36	36th highest value	49.800	73.973	270	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2007	day	Max8	8th highest value	73.100	73.973	270	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2007	day	Days(c > 50)	days with c > 50 ug/m3	35.000	73.973	270	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	day	P50	50 percentile	34.100	81.967	300	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	day	Mean	annual mean	39.332	81.967	300	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	day	P95	95 percentile	79.300	81.967	300	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	day	P98	98 percentile	90.100	81.967	300	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	day	Max	maximum	153.000	81.967	300	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	day	Max36	36th highest value	62.100	81.967	300	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	day	Max8	8th highest value	89.700	81.967	300	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2008	day	Days(c > 50)	days with c > 50 ug/m3	69.000	81.967	300	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2009	day	P50	50 percentile	32.300	97.808	357	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2009	day	Mean	annual mean	37.841	97.808	357	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2009	day	P95	95 percentile	75.900	97.808	357	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2009	day	P98	98 percentile	92.400	97.808	357	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2009	day	Max	maximum	165.900	97.808	357	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2009	day	Max36	36th highest value	63.600	97.808	357	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2009	day	Max8	8th highest value	92.400	97.808	357	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2009	day	Days(c > 50)	days with c > 50 ug/m3	69.000	97.808	357	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2010	day	P50	50 percentile	33.550	95.616	349	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2010	day	Mean	annual mean	39.059	95.616	349	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2010	day	P95	95 percentile	77.920	95.616	349	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2010	day	P98	98 percentile	93.130	95.616	349	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2010	day	Max	maximum	196.800	95.616	349	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2010	day	Max36	36th highest value	60.120	95.616	349	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2010	day	Max8	8th highest value	93.130	95.616	349	Y
BG0056A	5	Particulate matter < 10 µm (aerosol)	PM10	µg/m3	100	Calendar year	2010	day	Days(c > 50)	days with c > 50 ug/m3	64.000	95.616	349	Y
BG0056A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	day	Mean	annual mean	74.402	76.986	281	Y
